,Position,Track Name,Streams,Chart Start Date,Chart End Date,Album Name,Release Date,Artist,Features,Song Duration(ms),Explicit,Url
936,7," Leave The Door Open by Bruno Mars, Anderson .Paak, Silk Sonic ","24,076,582",2021-03-19,2021-03-26,Leave The Door Open,2021-03-05,Bruno Mars,"Anderson .Paak,Silk Sonic",242096,False,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
937,8, Blinding Lights by The Weeknd ,"21,727,461",2021-03-19,2021-03-26,After Hours,2020-03-20,The Weeknd,None,200040,False,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
938,9, As I Am (feat. Khalid) by Justin Bieber ,"21,522,896",2021-03-19,2021-03-26,Justice,2021-03-19,Justin Bieber,Khalid,174406,False,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
939,10," DÁKITI by Bad Bunny, Jhay Cortez ","21,050,177",2021-03-19,2021-03-26,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,Jhay Cortez,205090,True,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
940,11, Heartbreak Anniversary by Giveon ,"20,433,244",2021-03-19,2021-03-26,TAKE TIME,2020-03-27,Giveon,None,198370,False,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
941,12, The Business by Tiësto ,"19,011,871",2021-03-19,2021-03-26,The Business,2020-09-16,Tiësto,None,164000,False,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
942,13, Levitating (feat. DaBaby) by Dua Lipa ,"18,426,804",2021-03-19,2021-03-26,Future Nostalgia,2020-03-27,Dua Lipa,DaBaby,203064,False,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
943,14, Anyone by Justin Bieber ,"17,962,110",2021-03-19,2021-03-26,Justice,2021-03-19,Justin Bieber,None,190779,False,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
944,15, Up by Cardi B ,"17,543,558",2021-03-19,2021-03-26,Up (Instrumental),2021-02-04,Cardi B,None,156944,True,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
945,16," Calling My Phone by Lil Tjay, 6LACK ","17,140,989",2021-03-19,2021-03-26,Destined 2 Win,2021-04-02,Lil Tjay,6LACK,205458,True,https://open.spotify.com/track/5Kskr9LcNYa0tpt5f0ZEJx
946,17," Bandido by Myke Towers, Juhn ","16,969,157",2021-03-19,2021-03-26,Bandido,2020-12-10,Myke Towers,Juhn,232853,False,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
947,18, WITHOUT YOU by The Kid LAROI ,"16,870,979",2021-03-19,2021-03-26,F*CK LOVE (SAVAGE),2020-11-06,The Kid LAROI,None,161384,True,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
948,19, Streets by Doja Cat ,"16,810,052",2021-03-19,2021-03-26,Hot Pink,2019-11-07,Doja Cat,None,226986,True,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
949,20, Mood (feat. iann dior) by 24kGoldn ,"16,736,317",2021-03-19,2021-03-26,El Dorado,2021-03-26,24kGoldn,iann dior,140533,True,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
950,21, Holy (feat. Chance The Rapper) by Justin Bieber ,"15,818,211",2021-03-19,2021-03-26,Justice,2021-03-19,Justin Bieber,Chance the Rapper,212093,False,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
951,22," Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit by Riton, Nightcrawlers ","14,997,564",2021-03-19,2021-03-26,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],2021-01-15,Riton,"Nightcrawlers,Mufasa & Hypeman,Dopamine",169153,False,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
952,23," Ella No Es Tuya - Remix by Rochy RD, Myke Towers, Nicki Nicole ","14,645,236",2021-03-19,2021-03-26,Ella No Es Tuya (Remix),2021-02-03,Rochy RD,"Myke Towers,Nicki Nicole",218106,False,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
953,24," LA NOCHE DE ANOCHE by Bad Bunny, ROSALÍA ","14,536,054",2021-03-19,2021-03-26,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,ROSALÍA,203200,False,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
954,25, What’s Next by Drake ,"14,483,146",2021-03-19,2021-03-26,Scary Hours 2,2021-03-05,Drake,None,178153,True,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
955,26, On The Ground by ROSÉ ,"14,299,385",2021-03-19,2021-03-26,R,2021-03-12,ROSÉ,None,168085,False,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
956,27, Lonely (with benny blanco) by Justin Bieber ,"13,546,603",2021-03-19,2021-03-26,Justice,2021-03-19,Justin Bieber,benny blanco,149189,True,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
957,28, Unstable (feat. The Kid LAROI) by Justin Bieber ,"13,511,714",2021-03-19,2021-03-26,Justice,2021-03-19,Justin Bieber,The Kid LAROI,158324,False,https://open.spotify.com/track/137mSruegm1u6x9NvwiagR
958,29, Watermelon Sugar by Harry Styles ,"13,453,266",2021-03-19,2021-03-26,Fine Line,2019-12-13,Harry Styles,None,174000,False,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
959,30, Dynamite by BTS ,"13,380,333",2021-03-19,2021-03-26,BE,2020-11-20,BTS,None,199053,False,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
960,1, drivers license by Olivia Rodrigo ,"31,682,433",2021-03-12,2021-03-19,SOUR,2021-05-21,Olivia Rodrigo,None,242013,True,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
961,2, telepatía by Kali Uchis ,"27,250,126",2021-03-12,2021-03-19,Sin Miedo (del Amor y Otros Demonios) ∞,2020-12-04,Kali Uchis,None,160191,False,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
962,3, Save Your Tears by The Weeknd ,"26,645,128",2021-03-12,2021-03-19,After Hours,2020-03-20,The Weeknd,None,215626,True,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
963,4, Astronaut In The Ocean by Masked Wolf ,"25,253,763",2021-03-12,2021-03-19,Astronomical,2021-09-10,Masked Wolf,None,132780,True,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
964,5," Leave The Door Open by Bruno Mars, Anderson .Paak, Silk Sonic ","24,013,148",2021-03-12,2021-03-19,Leave The Door Open,2021-03-05,Bruno Mars,"Anderson .Paak,Silk Sonic",242096,False,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
965,6, Blinding Lights by The Weeknd ,"22,206,539",2021-03-12,2021-03-19,After Hours,2020-03-20,The Weeknd,None,200040,False,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
966,7," DÁKITI by Bad Bunny, Jhay Cortez ","21,712,800",2021-03-12,2021-03-19,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,Jhay Cortez,205090,True,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
967,8, Hold On by Justin Bieber ,"18,648,723",2021-03-12,2021-03-19,Hold On,2021-03-05,Justin Bieber,None,170813,False,https://open.spotify.com/track/4u4NyuceXP7Uzh7XFJKCr1
968,9, Heartbreak Anniversary by Giveon ,"18,435,346",2021-03-12,2021-03-19,TAKE TIME,2020-03-27,Giveon,None,198370,False,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
969,10, On The Ground by ROSÉ ,"18,358,124",2021-03-12,2021-03-19,R,2021-03-12,ROSÉ,None,168085,False,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
970,11, The Business by Tiësto ,"18,230,377",2021-03-12,2021-03-19,The Business,2020-09-16,Tiësto,None,164000,False,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
971,12," Calling My Phone by Lil Tjay, 6LACK ","18,107,851",2021-03-12,2021-03-19,Destined 2 Win,2021-04-02,Lil Tjay,6LACK,205458,True,https://open.spotify.com/track/5Kskr9LcNYa0tpt5f0ZEJx
972,13, Streets by Doja Cat ,"17,768,696",2021-03-12,2021-03-19,Hot Pink,2019-11-07,Doja Cat,None,226986,True,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
973,14, What’s Next by Drake ,"17,655,464",2021-03-12,2021-03-19,Scary Hours 2,2021-03-05,Drake,None,178153,True,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
974,15," Bandido by Myke Towers, Juhn ","17,485,542",2021-03-12,2021-03-19,Bandido,2020-12-10,Myke Towers,Juhn,232853,False,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
975,16, Mood (feat. iann dior) by 24kGoldn ,"17,041,970",2021-03-12,2021-03-19,El Dorado,2021-03-26,24kGoldn,iann dior,140533,True,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
976,17, WITHOUT YOU by The Kid LAROI ,"17,022,810",2021-03-12,2021-03-19,F*CK LOVE (SAVAGE),2020-11-06,The Kid LAROI,None,161384,True,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
977,18, Up by Cardi B ,"16,424,478",2021-03-12,2021-03-19,Up (Instrumental),2021-02-04,Cardi B,None,156944,True,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
978,19, Levitating (feat. DaBaby) by Dua Lipa ,"16,221,854",2021-03-12,2021-03-19,Future Nostalgia,2020-03-27,Dua Lipa,DaBaby,203064,False,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
979,20," LA NOCHE DE ANOCHE by Bad Bunny, ROSALÍA ","15,259,550",2021-03-12,2021-03-19,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,ROSALÍA,203200,False,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
980,21, Dynamite by BTS ,"15,174,579",2021-03-12,2021-03-19,BE,2020-11-20,BTS,None,199053,False,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
981,22, Baila Conmigo (with Rauw Alejandro) by Selena Gomez ,"15,087,570",2021-03-12,2021-03-19,Revelación - EP,2021-03-12,Selena Gomez,Rauw Alejandro,186087,False,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
982,23," Ella No Es Tuya - Remix by Rochy RD, Myke Towers, Nicki Nicole ","15,037,831",2021-03-12,2021-03-19,Ella No Es Tuya (Remix),2021-02-03,Rochy RD,"Myke Towers,Nicki Nicole",218106,False,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
983,24, Wants and Needs (feat. Lil Baby) by Drake ,"14,101,637",2021-03-12,2021-03-19,Scary Hours 2,2021-03-05,Drake,Lil Baby,192956,True,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
984,25, Good Days by SZA ,"13,402,324",2021-03-12,2021-03-19,Good Days,2020-12-25,SZA,None,279204,True,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
985,26, Gone by ROSÉ ,"13,238,406",2021-03-12,2021-03-19,R,2021-03-12,ROSÉ,None,207163,False,https://open.spotify.com/track/2dHoVW9AxJVSRebPRyV2aA
986,27, Watermelon Sugar by Harry Styles ,"13,225,891",2021-03-12,2021-03-19,Fine Line,2019-12-13,Harry Styles,None,174000,False,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
987,28," Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit by Riton, Nightcrawlers ","13,219,250",2021-03-12,2021-03-19,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],2021-01-15,Riton,"Nightcrawlers,Mufasa & Hypeman,Dopamine",169153,False,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
988,29, BICHOTA by KAROL G ,"12,992,172",2021-03-12,2021-03-19,BICHOTA,2020-10-23,KAROL G,None,178946,True,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
989,30, Whoopty by CJ ,"12,733,727",2021-03-12,2021-03-19,Loyalty Over Royalty,2021-02-19,CJ,None,123262,True,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
990,1, drivers license by Olivia Rodrigo ,"34,354,364",2021-03-05,2021-03-12,SOUR,2021-05-21,Olivia Rodrigo,None,242013,True,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
991,2, What’s Next by Drake ,"28,117,894",2021-03-05,2021-03-12,Scary Hours 2,2021-03-05,Drake,None,178153,True,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
992,3, Save Your Tears by The Weeknd ,"27,063,727",2021-03-05,2021-03-12,After Hours,2020-03-20,The Weeknd,None,215626,True,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
993,4, telepatía by Kali Uchis ,"25,690,656",2021-03-05,2021-03-12,Sin Miedo (del Amor y Otros Demonios) ∞,2020-12-04,Kali Uchis,None,160191,False,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
994,5," Leave The Door Open by Bruno Mars, Anderson .Paak, Silk Sonic ","24,320,342",2021-03-05,2021-03-12,Leave The Door Open,2021-03-05,Bruno Mars,"Anderson .Paak,Silk Sonic",242096,False,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
995,6, Wants and Needs (feat. Lil Baby) by Drake ,"23,417,143",2021-03-05,2021-03-12,Scary Hours 2,2021-03-05,Drake,Lil Baby,192956,True,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
996,7, Astronaut In The Ocean by Masked Wolf ,"23,333,417",2021-03-05,2021-03-12,Astronomical,2021-09-10,Masked Wolf,None,132780,True,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
997,8, Blinding Lights by The Weeknd ,"22,630,316",2021-03-05,2021-03-12,After Hours,2020-03-20,The Weeknd,None,200040,False,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
998,9," DÁKITI by Bad Bunny, Jhay Cortez ","22,187,837",2021-03-05,2021-03-12,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,Jhay Cortez,205090,True,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
999,10, Hold On by Justin Bieber ,"20,879,737",2021-03-05,2021-03-12,Hold On,2021-03-05,Justin Bieber,None,170813,False,https://open.spotify.com/track/4u4NyuceXP7Uzh7XFJKCr1
1000,11," Calling My Phone by Lil Tjay, 6LACK ","19,504,454",2021-03-05,2021-03-12,Destined 2 Win,2021-04-02,Lil Tjay,6LACK,205458,True,https://open.spotify.com/track/5Kskr9LcNYa0tpt5f0ZEJx
1001,12," Bandido by Myke Towers, Juhn ","18,660,735",2021-03-05,2021-03-12,Bandido,2020-12-10,Myke Towers,Juhn,232853,False,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
1002,13, The Business by Tiësto ,"18,140,968",2021-03-05,2021-03-12,The Business,2020-09-16,Tiësto,None,164000,False,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
1003,14, Mood (feat. iann dior) by 24kGoldn ,"17,784,510",2021-03-05,2021-03-12,El Dorado,2021-03-26,24kGoldn,iann dior,140533,True,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
1004,15, WITHOUT YOU by The Kid LAROI ,"17,605,727",2021-03-05,2021-03-12,F*CK LOVE (SAVAGE),2020-11-06,The Kid LAROI,None,161384,True,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
1005,16, Streets by Doja Cat ,"17,539,606",2021-03-05,2021-03-12,Hot Pink,2019-11-07,Doja Cat,None,226986,True,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
1006,17, Lemon Pepper Freestyle (feat. Rick Ross) by Drake ,"17,517,919",2021-03-05,2021-03-12,Scary Hours 2,2021-03-05,Drake,Rick Ross,383036,True,https://open.spotify.com/track/4FRW5Nza1Ym91BGV4nFWXI
1007,18," LA NOCHE DE ANOCHE by Bad Bunny, ROSALÍA ","16,430,416",2021-03-05,2021-03-12,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,ROSALÍA,203200,False,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
1008,19, Heartbreak Anniversary by Giveon ,"16,150,875",2021-03-05,2021-03-12,TAKE TIME,2020-03-27,Giveon,None,198370,False,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
1009,20, Up by Cardi B ,"15,863,307",2021-03-05,2021-03-12,Up (Instrumental),2021-02-04,Cardi B,None,156944,True,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
1010,21, Good Days by SZA ,"14,876,538",2021-03-05,2021-03-12,Good Days,2020-12-25,SZA,None,279204,True,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
1011,22, Levitating (feat. DaBaby) by Dua Lipa ,"14,746,851",2021-03-05,2021-03-12,Future Nostalgia,2020-03-27,Dua Lipa,DaBaby,203064,False,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
1012,23," Ella No Es Tuya - Remix by Rochy RD, Myke Towers, Nicki Nicole ","14,524,566",2021-03-05,2021-03-12,Ella No Es Tuya (Remix),2021-02-03,Rochy RD,"Myke Towers,Nicki Nicole",218106,False,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
1013,24, Dynamite by BTS ,"14,131,599",2021-03-05,2021-03-12,BE,2020-11-20,BTS,None,199053,False,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
1014,25, Baila Conmigo (with Rauw Alejandro) by Selena Gomez ,"13,989,870",2021-03-05,2021-03-12,Revelación - EP,2021-03-12,Selena Gomez,Rauw Alejandro,186087,False,https://open.spotify.com/track/0D75ciM842cdUMKSMfAR9y
1015,26, BICHOTA by KAROL G ,"13,955,274",2021-03-05,2021-03-12,BICHOTA,2020-10-23,KAROL G,None,178946,True,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
1016,27, Whoopty by CJ ,"13,858,645",2021-03-05,2021-03-12,Loyalty Over Royalty,2021-02-19,CJ,None,123262,True,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
1017,28, positions by Ariana Grande ,"13,611,441",2021-03-05,2021-03-12,Positions,2020-10-30,Ariana Grande,None,172324,True,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
1018,29, 34+35 by Ariana Grande ,"12,439,208",2021-03-05,2021-03-12,Positions,2020-10-30,Ariana Grande,None,173710,True,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
1019,30, Hecha Pa' Mi by Boza ,"12,415,699",2021-03-05,2021-03-12,Más Negro Que Rojo,2020-07-31,Boza,None,186133,False,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
1020,1, drivers license by Olivia Rodrigo ,"37,066,956",2021-02-26,2021-03-05,SOUR,2021-05-21,Olivia Rodrigo,None,242013,True,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
1021,2, Save Your Tears by The Weeknd ,"28,677,819",2021-02-26,2021-03-05,After Hours,2020-03-20,The Weeknd,None,215626,True,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
1022,3, Blinding Lights by The Weeknd ,"24,332,884",2021-02-26,2021-03-05,After Hours,2020-03-20,The Weeknd,None,200040,False,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
1023,4," DÁKITI by Bad Bunny, Jhay Cortez ","23,528,044",2021-02-26,2021-03-05,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,Jhay Cortez,205090,True,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
1024,5," Calling My Phone by Lil Tjay, 6LACK ","22,238,369",2021-02-26,2021-03-05,Destined 2 Win,2021-04-02,Lil Tjay,6LACK,205458,True,https://open.spotify.com/track/5Kskr9LcNYa0tpt5f0ZEJx
1025,6, telepatía by Kali Uchis ,"21,709,859",2021-02-26,2021-03-05,Sin Miedo (del Amor y Otros Demonios) ∞,2020-12-04,Kali Uchis,None,160191,False,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
1026,7, Astronaut In The Ocean by Masked Wolf ,"21,539,855",2021-02-26,2021-03-05,Astronomical,2021-09-10,Masked Wolf,None,132780,True,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
1027,8," Bandido by Myke Towers, Juhn ","19,461,380",2021-02-26,2021-03-05,Bandido,2020-12-10,Myke Towers,Juhn,232853,False,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
1028,9, The Business by Tiësto ,"18,774,926",2021-02-26,2021-03-05,The Business,2020-09-16,Tiësto,None,164000,False,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
1029,10, Mood (feat. iann dior) by 24kGoldn ,"18,761,296",2021-02-26,2021-03-05,El Dorado,2021-03-26,24kGoldn,iann dior,140533,True,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
1030,11, WITHOUT YOU by The Kid LAROI ,"18,127,160",2021-02-26,2021-03-05,F*CK LOVE (SAVAGE),2020-11-06,The Kid LAROI,None,161384,True,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
1031,12," LA NOCHE DE ANOCHE by Bad Bunny, ROSALÍA ","17,444,896",2021-02-26,2021-03-05,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,ROSALÍA,203200,False,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
1032,13, Streets by Doja Cat ,"16,994,411",2021-02-26,2021-03-05,Hot Pink,2019-11-07,Doja Cat,None,226986,True,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
1033,14, Up by Cardi B ,"15,509,202",2021-02-26,2021-03-05,Up (Instrumental),2021-02-04,Cardi B,None,156944,True,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
1034,15, Good Days by SZA ,"15,440,345",2021-02-26,2021-03-05,Good Days,2020-12-25,SZA,None,279204,True,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
1035,16, Levitating (feat. DaBaby) by Dua Lipa ,"15,275,359",2021-02-26,2021-03-05,Future Nostalgia,2020-03-27,Dua Lipa,DaBaby,203064,False,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
1036,17, Whoopty by CJ ,"15,055,253",2021-02-26,2021-03-05,Loyalty Over Royalty,2021-02-19,CJ,None,123262,True,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
1037,18, BICHOTA by KAROL G ,"14,825,636",2021-02-26,2021-03-05,BICHOTA,2020-10-23,KAROL G,None,178946,True,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
1038,19, Dynamite by BTS ,"14,668,198",2021-02-26,2021-03-05,BE,2020-11-20,BTS,None,199053,False,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
1039,20, Heartbreak Anniversary by Giveon ,"14,624,014",2021-02-26,2021-03-05,TAKE TIME,2020-03-27,Giveon,None,198370,False,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
1040,21, Baila Conmigo (with Rauw Alejandro) by Selena Gomez ,"14,605,251",2021-02-26,2021-03-05,Revelación - EP,2021-03-12,Selena Gomez,Rauw Alejandro,186087,False,https://open.spotify.com/track/0D75ciM842cdUMKSMfAR9y
1041,22, positions by Ariana Grande ,"14,440,208",2021-02-26,2021-03-05,Positions,2020-10-30,Ariana Grande,None,172324,True,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
1042,23, 34+35 by Ariana Grande ,"14,095,564",2021-02-26,2021-03-05,Positions,2020-10-30,Ariana Grande,None,173710,True,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
1043,24," Ella No Es Tuya - Remix by Rochy RD, Myke Towers, Nicki Nicole ","13,705,852",2021-02-26,2021-03-05,Ella No Es Tuya (Remix),2021-02-03,Rochy RD,"Myke Towers,Nicki Nicole",218106,False,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
1044,25," Lemonade (feat. Gunna, Don Toliver & NAV) by Internet Money ","13,490,563",2021-02-26,2021-03-05,B4 The Storm,2020-08-28,Internet Money,"Gunna,Don Toliver,NAV",195428,True,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
1045,26, Hecha Pa' Mi by Boza ,"13,099,823",2021-02-26,2021-03-05,Más Negro Que Rojo,2020-07-31,Boza,None,186133,False,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
1046,27, We're Good by Dua Lipa ,"12,615,725",2021-02-26,2021-03-05,Future Nostalgia (The Moonlight Edition),2021-02-11,Dua Lipa,None,165506,False,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
1047,28, Paradise (feat. Dermot Kennedy) by MEDUZA ,"12,545,244",2021-02-26,2021-03-05,Paradise,2020-10-30,MEDUZA,Dermot Kennedy,167903,False,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
1048,29, Someone You Loved by Lewis Capaldi ,"12,450,565",2021-02-26,2021-03-05,Divinely Uninspired To A Hellish Extent,2019-05-17,Lewis Capaldi,None,182160,False,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
1049,30, Anyone by Justin Bieber ,"12,389,524",2021-02-26,2021-03-05,Anyone,2021-01-01,Justin Bieber,None,190779,False,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
1050,1, drivers license by Olivia Rodrigo ,"40,018,035",2021-02-19,2021-02-26,SOUR,2021-05-21,Olivia Rodrigo,None,242013,True,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
1051,2, Save Your Tears by The Weeknd ,"29,394,143",2021-02-19,2021-02-26,After Hours,2020-03-20,The Weeknd,None,215626,True,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
1052,3, Blinding Lights by The Weeknd ,"25,579,878",2021-02-19,2021-02-26,After Hours,2020-03-20,The Weeknd,None,200040,False,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
1053,4," DÁKITI by Bad Bunny, Jhay Cortez ","24,705,934",2021-02-19,2021-02-26,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,Jhay Cortez,205090,True,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
1054,5," Calling My Phone by Lil Tjay, 6LACK ","23,680,465",2021-02-19,2021-02-26,Destined 2 Win,2021-04-02,Lil Tjay,6LACK,205458,True,https://open.spotify.com/track/5Kskr9LcNYa0tpt5f0ZEJx
1055,6," Bandido by Myke Towers, Juhn ","20,095,918",2021-02-19,2021-02-26,Bandido,2020-12-10,Myke Towers,Juhn,232853,False,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
1056,7, Mood (feat. iann dior) by 24kGoldn ,"19,418,746",2021-02-19,2021-02-26,El Dorado,2021-03-26,24kGoldn,iann dior,140533,True,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
1057,8, Astronaut In The Ocean by Masked Wolf ,"19,353,231",2021-02-19,2021-02-26,Astronomical,2021-09-10,Masked Wolf,None,132780,True,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
1058,9, The Business by Tiësto ,"18,643,851",2021-02-19,2021-02-26,The Business,2020-09-16,Tiësto,None,164000,False,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
1059,10, WITHOUT YOU by The Kid LAROI ,"18,554,073",2021-02-19,2021-02-26,F*CK LOVE (SAVAGE),2020-11-06,The Kid LAROI,None,161384,True,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
